previous_state,count,sex,age_group,education,marital_status,previous_state_code,previous_fips
Kentucky,296,Male,55-64,Less than High School,All,KY,21
Kentucky,689,Male,55-64,High School Grad,All,KY,21
Kentucky,848,Male,55-64,Some College,All,KY,21
Kentucky,729,Male,55-64,Bachelor's Degree,All,KY,21
Kentucky,351,Male,55-64,Graduate Degree,All,KY,21
Kentucky,365,Male,65+,Less than High School,All,KY,21
Kentucky,996,Male,65+,High School Grad,All,KY,21
Kentucky,899,Male,65+,Some College,All,KY,21
Kentucky,82,Male,65+,Bachelor's Degree,All,KY,21
Kentucky,787,Male,65+,Graduate Degree,All,KY,21
Louisiana,7820,Female,0-17,Less than High School,All,LA,22
Louisiana,0,Female,0-17,High School Grad,All,LA,22
Louisiana,0,Female,0-17,Some College,All,LA,22
Louisiana,0,Female,0-17,Bachelor's Degree,All,LA,22
Louisiana,0,Female,0-17,Graduate Degree,All,LA,22
Louisiana,1036,Female,18-24,Less than High School,All,LA,22
Louisiana,2385,Female,18-24,High School Grad,All,LA,22
Louisiana,3007,Female,18-24,Some College,All,LA,22
Louisiana,2168,Female,18-24,Bachelor's Degree,All,LA,22
Louisiana,131,Female,18-24,Graduate Degree,All,LA,22
Louisiana,334,Female,25-34,Less than High School,All,LA,22
Louisiana,2599,Female,25-34,High School Grad,All,LA,22
Louisiana,1587,Female,25-34,Some College,All,LA,22
Louisiana,3966,Female,25-34,Bachelor's Degree,All,LA,22
Louisiana,2112,Female,25-34,Graduate Degree,All,LA,22
Louisiana,996,Female,35-44,Less than High School,All,LA,22
Louisiana,858,Female,35-44,High School Grad,All,LA,22
Louisiana,3385,Female,35-44,Some College,All,LA,22
Louisiana,1104,Female,35-44,Bachelor's Degree,All,LA,22
Louisiana,1373,Female,35-44,Graduate Degree,All,LA,22
Louisiana,304,Female,45-54,Less than High School,All,LA,22
Louisiana,681,Female,45-54,High School Grad,All,LA,22
Louisiana,1238,Female,45-54,Some College,All,LA,22
Louisiana,236,Female,45-54,Bachelor's Degree,All,LA,22
Louisiana,711,Female,45-54,Graduate Degree,All,LA,22
Louisiana,250,Female,55-64,Less than High School,All,LA,22
Louisiana,1010,Female,55-64,High School Grad,All,LA,22
Louisiana,784,Female,55-64,Some College,All,LA,22
Louisiana,366,Female,55-64,Bachelor's Degree,All,LA,22
Louisiana,564,Female,55-64,Graduate Degree,All,LA,22
Louisiana,473,Female,65+,Less than High School,All,LA,22
Louisiana,201,Female,65+,High School Grad,All,LA,22
Louisiana,1756,Female,65+,Some College,All,LA,22
Louisiana,695,Female,65+,Bachelor's Degree,All,LA,22
Louisiana,117,Female,65+,Graduate Degree,All,LA,22
Louisiana,9703,Male,0-17,Less than High School,All,LA,22
Louisiana,0,Male,0-17,High School Grad,All,LA,22
Louisiana,0,Male,0-17,Some College,All,LA,22
Louisiana,0,Male,0-17,Bachelor's Degree,All,LA,22
Louisiana,0,Male,0-17,Graduate Degree,All,LA,22
Louisiana,581,Male,18-24,Less than High School,All,LA,22
Louisiana,3654,Male,18-24,High School Grad,All,LA,22
Louisiana,4916,Male,18-24,Some College,All,LA,22
Louisiana,1621,Male,18-24,Bachelor's Degree,All,LA,22
Louisiana,245,Male,18-24,Graduate Degree,All,LA,22
Louisiana,1369,Male,25-34,Less than High School,All,LA,22
Louisiana,6215,Male,25-34,High School Grad,All,LA,22
Louisiana,3149,Male,25-34,Some College,All,LA,22
Louisiana,3690,Male,25-34,Bachelor's Degree,All,LA,22
Louisiana,1492,Male,25-34,Graduate Degree,All,LA,22
Louisiana,692,Male,35-44,Less than High School,All,LA,22
Louisiana,2063,Male,35-44,High School Grad,All,LA,22
Louisiana,2991,Male,35-44,Some College,All,LA,22
Louisiana,688,Male,35-44,Bachelor's Degree,All,LA,22
Louisiana,643,Male,35-44,Graduate Degree,All,LA,22
Louisiana,1438,Male,45-54,Less than High School,All,LA,22
Louisiana,904,Male,45-54,High School Grad,All,LA,22
Louisiana,1557,Male,45-54,Some College,All,LA,22
Louisiana,923,Male,45-54,Bachelor's Degree,All,LA,22
Louisiana,484,Male,45-54,Graduate Degree,All,LA,22
Louisiana,621,Male,55-64,Less than High School,All,LA,22
Louisiana,1377,Male,55-64,High School Grad,All,LA,22
Louisiana,1198,Male,55-64,Some College,All,LA,22
Louisiana,176,Male,55-64,Bachelor's Degree,All,LA,22
Louisiana,943,Male,55-64,Graduate Degree,All,LA,22
Louisiana,116,Male,65+,Less than High School,All,LA,22
Louisiana,1103,Male,65+,High School Grad,All,LA,22
Louisiana,251,Male,65+,Some College,All,LA,22
Louisiana,574,Male,65+,Bachelor's Degree,All,LA,22
Louisiana,234,Male,65+,Graduate Degree,All,LA,22
Maine,701,Female,0-17,Less than High School,All,ME,23
Maine,0,Female,0-17,High School Grad,All,ME,23
Maine,0,Female,0-17,Some College,All,ME,23
Maine,0,Female,0-17,Bachelor's Degree,All,ME,23
Maine,0,Female,0-17,Graduate Degree,All,ME,23
Maine,0,Female,18-24,Less than High School,All,ME,23
Maine,935,Female,18-24,High School Grad,All,ME,23
Maine,3033,Female,18-24,Some College,All,ME,23
Maine,661,Female,18-24,Bachelor's Degree,All,ME,23
Maine,61,Female,18-24,Graduate Degree,All,ME,23
Maine,476,Female,25-34,Less than High School,All,ME,23
Maine,503,Female,25-34,High School Grad,All,ME,23
Maine,319,Female,25-34,Some College,All,ME,23
Maine,1734,Female,25-34,Bachelor's Degree,All,ME,23
Maine,1040,Female,25-34,Graduate Degree,All,ME,23
Maine,190,Female,35-44,Less than High School,All,ME,23
Maine,98,Female,35-44,High School Grad,All,ME,23
Maine,521,Female,35-44,Some College,All,ME,23
Maine,262,Female,35-44,Bachelor's Degree,All,ME,23
Maine,424,Female,35-44,Graduate Degree,All,ME,23
Maine,0,Female,45-54,Less than High School,All,ME,23
Maine,259,Female,45-54,High School Grad,All,ME,23
Maine,150,Female,45-54,Some College,All,ME,23
Maine,68,Female,45-54,Bachelor's Degree,All,ME,23
Maine,0,Female,45-54,Graduate Degree,All,ME,23
Maine,223,Female,55-64,Less than High School,All,ME,23
Maine,318,Female,55-64,High School Grad,All,ME,23
Maine,251,Female,55-64,Some College,All,ME,23
Maine,181,Female,55-64,Bachelor's Degree,All,ME,23
Maine,336,Female,55-64,Graduate Degree,All,ME,23
Maine,0,Female,65+,Less than High School,All,ME,23
Maine,140,Female,65+,High School Grad,All,ME,23
Maine,452,Female,65+,Some College,All,ME,23
Maine,464,Female,65+,Bachelor's Degree,All,ME,23
Maine,137,Female,65+,Graduate Degree,All,ME,23
Maine,1475,Male,0-17,Less than High School,All,ME,23
Maine,0,Male,0-17,High School Grad,All,ME,23
Maine,0,Male,0-17,Some College,All,ME,23
Maine,0,Male,0-17,Bachelor's Degree,All,ME,23
Maine,0,Male,0-17,Graduate Degree,All,ME,23
Maine,177,Male,18-24,Less than High School,All,ME,23
Maine,879,Male,18-24,High School Grad,All,ME,23
Maine,2970,Male,18-24,Some College,All,ME,23
Maine,705,Male,18-24,Bachelor's Degree,All,ME,23
Maine,0,Male,18-24,Graduate Degree,All,ME,23
Maine,31,Male,25-34,Less than High School,All,ME,23
Maine,117,Male,25-34,High School Grad,All,ME,23
Maine,420,Male,25-34,Some College,All,ME,23
Maine,785,Male,25-34,Bachelor's Degree,All,ME,23
Maine,487,Male,25-34,Graduate Degree,All,ME,23
Maine,321,Male,35-44,Less than High School,All,ME,23
Maine,439,Male,35-44,High School Grad,All,ME,23
Maine,229,Male,35-44,Some College,All,ME,23
Maine,962,Male,35-44,Bachelor's Degree,All,ME,23
Maine,588,Male,35-44,Graduate Degree,All,ME,23
Maine,143,Male,45-54,Less than High School,All,ME,23
Maine,13,Male,45-54,High School Grad,All,ME,23
Maine,509,Male,45-54,Some College,All,ME,23
Maine,0,Male,45-54,Bachelor's Degree,All,ME,23
Maine,0,Male,45-54,Graduate Degree,All,ME,23
Maine,166,Male,55-64,Less than High School,All,ME,23
Maine,176,Male,55-64,High School Grad,All,ME,23
Maine,383,Male,55-64,Some College,All,ME,23
Maine,413,Male,55-64,Bachelor's Degree,All,ME,23
Maine,166,Male,55-64,Graduate Degree,All,ME,23
Maine,0,Male,65+,Less than High School,All,ME,23
Maine,522,Male,65+,High School Grad,All,ME,23
Maine,363,Male,65+,Some College,All,ME,23
Maine,472,Male,65+,Bachelor's Degree,All,ME,23
Maine,276,Male,65+,Graduate Degree,All,ME,23
Maryland,15433,Female,0-17,Less than High School,All,MD,24
Maryland,0,Female,0-17,High School Grad,All,MD,24
Maryland,0,Female,0-17,Some College,All,MD,24
Maryland,0,Female,0-17,Bachelor's Degree,All,MD,24
Maryland,0,Female,0-17,Graduate Degree,All,MD,24
Maryland,1011,Female,18-24,Less than High School,All,MD,24
Maryland,5956,Female,18-24,High School Grad,All,MD,24
Maryland,12612,Female,18-24,Some College,All,MD,24
Maryland,4730,Female,18-24,Bachelor's Degree,All,MD,24
Maryland,435,Female,18-24,Graduate Degree,All,MD,24
Maryland,658,Female,25-34,Less than High School,All,MD,24
Maryland,3490,Female,25-34,High School Grad,All,MD,24
Maryland,5740,Female,25-34,Some College,All,MD,24
Maryland,9967,Female,25-34,Bachelor's Degree,All,MD,24
Maryland,5493,Female,25-34,Graduate Degree,All,MD,24
Maryland,207,Female,35-44,Less than High School,All,MD,24
Maryland,516,Female,35-44,High School Grad,All,MD,24
Maryland,1743,Female,35-44,Some College,All,MD,24
Maryland,3118,Female,35-44,Bachelor's Degree,All,MD,24
Maryland,4796,Female,35-44,Graduate Degree,All,MD,24
Maryland,103,Female,45-54,Less than High School,All,MD,24
Maryland,852,Female,45-54,High School Grad,All,MD,24
Maryland,1457,Female,45-54,Some College,All,MD,24
Maryland,1847,Female,45-54,Bachelor's Degree,All,MD,24
Maryland,2662,Female,45-54,Graduate Degree,All,MD,24
Maryland,557,Female,55-64,Less than High School,All,MD,24
Maryland,1564,Female,55-64,High School Grad,All,MD,24
Maryland,4485,Female,55-64,Some College,All,MD,24
Maryland,1752,Female,55-64,Bachelor's Degree,All,MD,24
Maryland,1713,Female,55-64,Graduate Degree,All,MD,24
Maryland,431,Female,65+,Less than High School,All,MD,24
Maryland,2408,Female,65+,High School Grad,All,MD,24
Maryland,1724,Female,65+,Some College,All,MD,24
Maryland,1878,Female,65+,Bachelor's Degree,All,MD,24
Maryland,1937,Female,65+,Graduate Degree,All,MD,24
Maryland,12511,Male,0-17,Less than High School,All,MD,24
Maryland,74,Male,0-17,High School Grad,All,MD,24
Maryland,0,Male,0-17,Some College,All,MD,24
Maryland,0,Male,0-17,Bachelor's Degree,All,MD,24
Maryland,0,Male,0-17,Graduate Degree,All,MD,24
Maryland,1175,Male,18-24,Less than High School,All,MD,24
Maryland,7250,Male,18-24,High School Grad,All,MD,24
Maryland,8930,Male,18-24,Some College,All,MD,24
Maryland,3524,Male,18-24,Bachelor's Degree,All,MD,24
Maryland,165,Male,18-24,Graduate Degree,All,MD,24
Maryland,1002,Male,25-34,Less than High School,All,MD,24
Maryland,3624,Male,25-34,High School Grad,All,MD,24
Maryland,4292,Male,25-34,Some College,All,MD,24
Maryland,12659,Male,25-34,Bachelor's Degree,All,MD,24
Maryland,4805,Male,25-34,Graduate Degree,All,MD,24
Maryland,1235,Male,35-44,Less than High School,All,MD,24
Maryland,1595,Male,35-44,High School Grad,All,MD,24
Maryland,3002,Male,35-44,Some College,All,MD,24
Maryland,4451,Male,35-44,Bachelor's Degree,All,MD,24
Maryland,3774,Male,35-44,Graduate Degree,All,MD,24
Maryland,0,Male,45-54,Less than High School,All,MD,24
Maryland,1372,Male,45-54,High School Grad,All,MD,24
Maryland,2152,Male,45-54,Some College,All,MD,24
Maryland,1925,Male,45-54,Bachelor's Degree,All,MD,24
Maryland,3119,Male,45-54,Graduate Degree,All,MD,24
Maryland,227,Male,55-64,Less than High School,All,MD,24
Maryland,1639,Male,55-64,High School Grad,All,MD,24
Maryland,2052,Male,55-64,Some College,All,MD,24
Maryland,2577,Male,55-64,Bachelor's Degree,All,MD,24
Maryland,2099,Male,55-64,Graduate Degree,All,MD,24
Maryland,206,Male,65+,Less than High School,All,MD,24
Maryland,1146,Male,65+,High School Grad,All,MD,24
Maryland,1765,Male,65+,Some College,All,MD,24
Maryland,1534,Male,65+,Bachelor's Degree,All,MD,24
Maryland,2354,Male,65+,Graduate Degree,All,MD,24
Massachusetts,8761,Female,0-17,Less than High School,All,MA,25
Massachusetts,216,Female,0-17,High School Grad,All,MA,25
Massachusetts,0,Female,0-17,Some College,All,MA,25
Massachusetts,0,Female,0-17,Bachelor's Degree,All,MA,25
Massachusetts,0,Female,0-17,Graduate Degree,All,MA,25
Massachusetts,183,Female,18-24,Less than High School,All,MA,25
Massachusetts,6260,Female,18-24,High School Grad,All,MA,25
Massachusetts,11155,Female,18-24,Some College,All,MA,25
Massachusetts,10006,Female,18-24,Bachelor's Degree,All,MA,25
Massachusetts,862,Female,18-24,Graduate Degree,All,MA,25
Massachusetts,136,Female,25-34,Less than High School,All,MA,25
Massachusetts,2368,Female,25-34,High School Grad,All,MA,25
Massachusetts,4164,Female,25-34,Some College,All,MA,25
Massachusetts,12921,Female,25-34,Bachelor's Degree,All,MA,25
Massachusetts,11343,Female,25-34,Graduate Degree,All,MA,25
Massachusetts,1339,Female,35-44,Less than High School,All,MA,25
Massachusetts,660,Female,35-44,High School Grad,All,MA,25
Massachusetts,1993,Female,35-44,Some College,All,MA,25
Massachusetts,2318,Female,35-44,Bachelor's Degree,All,MA,25
Massachusetts,3324,Female,35-44,Graduate Degree,All,MA,25
Massachusetts,658,Female,45-54,Less than High School,All,MA,25
Massachusetts,555,Female,45-54,High School Grad,All,MA,25
Massachusetts,761,Female,45-54,Some College,All,MA,25
Massachusetts,1380,Female,45-54,Bachelor's Degree,All,MA,25
Massachusetts,1864,Female,45-54,Graduate Degree,All,MA,25
Massachusetts,312,Female,55-64,Less than High School,All,MA,25
Massachusetts,1222,Female,55-64,High School Grad,All,MA,25
Massachusetts,1777,Female,55-64,Some College,All,MA,25
Massachusetts,1243,Female,55-64,Bachelor's Degree,All,MA,25
Massachusetts,2341,Female,55-64,Graduate Degree,All,MA,25
Massachusetts,485,Female,65+,Less than High School,All,MA,25
Massachusetts,1724,Female,65+,High School Grad,All,MA,25
Massachusetts,1961,Female,65+,Some College,All,MA,25
Massachusetts,1940,Female,65+,Bachelor's Degree,All,MA,25
Massachusetts,1706,Female,65+,Graduate Degree,All,MA,25
Massachusetts,8447,Male,0-17,Less than High School,All,MA,25
Massachusetts,0,Male,0-17,High School Grad,All,MA,25
Massachusetts,193,Male,0-17,Some College,All,MA,25
Massachusetts,0,Male,0-17,Bachelor's Degree,All,MA,25
Massachusetts,0,Male,0-17,Graduate Degree,All,MA,25
Massachusetts,0,Male,18-24,Less than High School,All,MA,25
Massachusetts,6043,Male,18-24,High School Grad,All,MA,25
Massachusetts,9338,Male,18-24,Some College,All,MA,25
Massachusetts,3881,Male,18-24,Bachelor's Degree,All,MA,25
Massachusetts,336,Male,18-24,Graduate Degree,All,MA,25
Massachusetts,125,Male,25-34,Less than High School,All,MA,25
Massachusetts,3380,Male,25-34,High School Grad,All,MA,25
Massachusetts,5751,Male,25-34,Some College,All,MA,25
Massachusetts,11774,Male,25-34,Bachelor's Degree,All,MA,25
Massachusetts,9019,Male,25-34,Graduate Degree,All,MA,25
Massachusetts,589,Male,35-44,Less than High School,All,MA,25
Massachusetts,939,Male,35-44,High School Grad,All,MA,25
Massachusetts,2813,Male,35-44,Some College,All,MA,25
Massachusetts,2352,Male,35-44,Bachelor's Degree,All,MA,25
Massachusetts,4687,Male,35-44,Graduate Degree,All,MA,25
Massachusetts,0,Male,45-54,Less than High School,All,MA,25
Massachusetts,1328,Male,45-54,High School Grad,All,MA,25
Massachusetts,1380,Male,45-54,Some College,All,MA,25
Massachusetts,1270,Male,45-54,Bachelor's Degree,All,MA,25
Massachusetts,1719,Male,45-54,Graduate Degree,All,MA,25
Massachusetts,583,Male,55-64,Less than High School,All,MA,25
Massachusetts,1290,Male,55-64,High School Grad,All,MA,25
Massachusetts,1598,Male,55-64,Some College,All,MA,25
Massachusetts,792,Male,55-64,Bachelor's Degree,All,MA,25
Massachusetts,1461,Male,55-64,Graduate Degree,All,MA,25
Massachusetts,351,Male,65+,Less than High School,All,MA,25
Massachusetts,751,Male,65+,High School Grad,All,MA,25
Massachusetts,675,Male,65+,Some College,All,MA,25
Massachusetts,1453,Male,65+,Bachelor's Degree,All,MA,25
Massachusetts,2012,Male,65+,Graduate Degree,All,MA,25
Michigan,10847,Female,0-17,Less than High School,All,MI,26
Michigan,228,Female,0-17,High School Grad,All,MI,26
Michigan,254,Female,0-17,Some College,All,MI,26
Michigan,0,Female,0-17,Bachelor's Degree,All,MI,26
Michigan,0,Female,0-17,Graduate Degree,All,MI,26
Michigan,1426,Female,18-24,Less than High School,All,MI,26
Michigan,4501,Female,18-24,High School Grad,All,MI,26
Michigan,6536,Female,18-24,Some College,All,MI,26
Michigan,6728,Female,18-24,Bachelor's Degree,All,MI,26
Michigan,115,Female,18-24,Graduate Degree,All,MI,26
Michigan,169,Female,25-34,Less than High School,All,MI,26
Michigan,1332,Female,25-34,High School Grad,All,MI,26
Michigan,4778,Female,25-34,Some College,All,MI,26
Michigan,6076,Female,25-34,Bachelor's Degree,All,MI,26
Michigan,4713,Female,25-34,Graduate Degree,All,MI,26
Michigan,574,Female,35-44,Less than High School,All,MI,26
Michigan,1537,Female,35-44,High School Grad,All,MI,26
Michigan,2784,Female,35-44,Some College,All,MI,26
Michigan,2180,Female,35-44,Bachelor's Degree,All,MI,26
Michigan,1692,Female,35-44,Graduate Degree,All,MI,26
Michigan,552,Female,45-54,Less than High School,All,MI,26
Michigan,1188,Female,45-54,High School Grad,All,MI,26
Michigan,1375,Female,45-54,Some College,All,MI,26
Michigan,2076,Female,45-54,Bachelor's Degree,All,MI,26
Michigan,928,Female,45-54,Graduate Degree,All,MI,26
Michigan,0,Female,55-64,Less than High School,All,MI,26
Michigan,1061,Female,55-64,High School Grad,All,MI,26
Michigan,3230,Female,55-64,Some College,All,MI,26
Michigan,1973,Female,55-64,Bachelor's Degree,All,MI,26
Michigan,879,Female,55-64,Graduate Degree,All,MI,26
Michigan,388,Female,65+,Less than High School,All,MI,26
Michigan,3798,Female,65+,High School Grad,All,MI,26
Michigan,2854,Female,65+,Some College,All,MI,26
Michigan,1228,Female,65+,Bachelor's Degree,All,MI,26
Michigan,924,Female,65+,Graduate Degree,All,MI,26
Michigan,10131,Male,0-17,Less than High School,All,MI,26
Michigan,0,Male,0-17,High School Grad,All,MI,26
Michigan,0,Male,0-17,Some College,All,MI,26
Michigan,0,Male,0-17,Bachelor's Degree,All,MI,26
Michigan,0,Male,0-17,Graduate Degree,All,MI,26
Michigan,1007,Male,18-24,Less than High School,All,MI,26
Michigan,4249,Male,18-24,High School Grad,All,MI,26
Michigan,5798,Male,18-24,Some College,All,MI,26
Michigan,5897,Male,18-24,Bachelor's Degree,All,MI,26
Michigan,468,Male,18-24,Graduate Degree,All,MI,26
Michigan,394,Male,25-34,Less than High School,All,MI,26
Michigan,3926,Male,25-34,High School Grad,All,MI,26
Michigan,2382,Male,25-34,Some College,All,MI,26
Michigan,7483,Male,25-34,Bachelor's Degree,All,MI,26
Michigan,5775,Male,25-34,Graduate Degree,All,MI,26
Michigan,360,Male,35-44,Less than High School,All,MI,26
Michigan,1582,Male,35-44,High School Grad,All,MI,26
Michigan,1304,Male,35-44,Some College,All,MI,26
Michigan,1502,Male,35-44,Bachelor's Degree,All,MI,26
Michigan,1631,Male,35-44,Graduate Degree,All,MI,26
Michigan,1180,Male,45-54,Less than High School,All,MI,26
Michigan,1197,Male,45-54,High School Grad,All,MI,26
Michigan,1152,Male,45-54,Some College,All,MI,26
Michigan,1492,Male,45-54,Bachelor's Degree,All,MI,26
Michigan,714,Male,45-54,Graduate Degree,All,MI,26
Michigan,590,Male,55-64,Less than High School,All,MI,26
Michigan,1061,Male,55-64,High School Grad,All,MI,26
Michigan,2550,Male,55-64,Some College,All,MI,26
Michigan,702,Male,55-64,Bachelor's Degree,All,MI,26
Michigan,1744,Male,55-64,Graduate Degree,All,MI,26
Michigan,689,Male,65+,Less than High School,All,MI,26
Michigan,2587,Male,65+,High School Grad,All,MI,26
Michigan,3042,Male,65+,Some College,All,MI,26
Michigan,2180,Male,65+,Bachelor's Degree,All,MI,26
Michigan,1703,Male,65+,Graduate Degree,All,MI,26
Minnesota,4885,Female,0-17,Less than High School,All,MN,27
Minnesota,99,Female,0-17,High School Grad,All,MN,27
Minnesota,70,Female,0-17,Some College,All,MN,27
Minnesota,0,Female,0-17,Bachelor's Degree,All,MN,27
Minnesota,0,Female,0-17,Graduate Degree,All,MN,27
Minnesota,160,Female,18-24,Less than High School,All,MN,27
Minnesota,4051,Female,18-24,High School Grad,All,MN,27
Minnesota,9306,Female,18-24,Some College,All,MN,27
Minnesota,4218,Female,18-24,Bachelor's Degree,All,MN,27
Minnesota,665,Female,18-24,Graduate Degree,All,MN,27
