current_state,count,sex,age_group,education,marital_status,current_state_code,current_fips
Michigan,8229,Female,All,High School Grad,Never Married,MI,26
Michigan,3394,Female,All,High School Grad,Married,MI,26
Michigan,1485,Female,All,High School Grad,Divorced/Separated,MI,26
Michigan,1338,Female,All,High School Grad,Widowed,MI,26
Michigan,10310,Female,All,Some College,Never Married,MI,26
Michigan,4743,Female,All,Some College,Married,MI,26
Michigan,3333,Female,All,Some College,Divorced/Separated,MI,26
Michigan,2088,Female,All,Some College,Widowed,MI,26
Michigan,7574,Female,All,Bachelor's Degree,Never Married,MI,26
Michigan,4594,Female,All,Bachelor's Degree,Married,MI,26
Michigan,809,Female,All,Bachelor's Degree,Divorced/Separated,MI,26
Michigan,195,Female,All,Bachelor's Degree,Widowed,MI,26
Michigan,3181,Female,All,Graduate Degree,Never Married,MI,26
Michigan,5836,Female,All,Graduate Degree,Married,MI,26
Michigan,1003,Female,All,Graduate Degree,Divorced/Separated,MI,26
Michigan,312,Female,All,Graduate Degree,Widowed,MI,26
Michigan,8168,Male,All,Less than High School,Never Married,MI,26
Michigan,462,Male,All,Less than High School,Married,MI,26
Michigan,253,Male,All,Less than High School,Divorced/Separated,MI,26
Michigan,80,Male,All,Less than High School,Widowed,MI,26
Michigan,7828,Male,All,High School Grad,Never Married,MI,26
Michigan,3399,Male,All,High School Grad,Married,MI,26
Michigan,2724,Male,All,High School Grad,Divorced/Separated,MI,26
Michigan,174,Male,All,High School Grad,Widowed,MI,26
Michigan,10318,Male,All,Some College,Never Married,MI,26
Michigan,4331,Male,All,Some College,Married,MI,26
Michigan,761,Male,All,Some College,Divorced/Separated,MI,26
Michigan,347,Male,All,Some College,Widowed,MI,26
Michigan,5730,Male,All,Bachelor's Degree,Never Married,MI,26
Michigan,7670,Male,All,Bachelor's Degree,Married,MI,26
Michigan,916,Male,All,Bachelor's Degree,Divorced/Separated,MI,26
Michigan,174,Male,All,Bachelor's Degree,Widowed,MI,26
Michigan,2775,Male,All,Graduate Degree,Never Married,MI,26
Michigan,5977,Male,All,Graduate Degree,Married,MI,26
Michigan,798,Male,All,Graduate Degree,Divorced/Separated,MI,26
Michigan,394,Male,All,Graduate Degree,Widowed,MI,26
Minnesota,7145,Female,All,Less than High School,Never Married,MN,27
Minnesota,693,Female,All,Less than High School,Married,MN,27
Minnesota,115,Female,All,Less than High School,Divorced/Separated,MN,27
Minnesota,14,Female,All,Less than High School,Widowed,MN,27
Minnesota,4670,Female,All,High School Grad,Never Married,MN,27
Minnesota,1966,Female,All,High School Grad,Married,MN,27
Minnesota,670,Female,All,High School Grad,Divorced/Separated,MN,27
Minnesota,192,Female,All,High School Grad,Widowed,MN,27
Minnesota,6064,Female,All,Some College,Never Married,MN,27
Minnesota,2476,Female,All,Some College,Married,MN,27
Minnesota,1178,Female,All,Some College,Divorced/Separated,MN,27
Minnesota,737,Female,All,Some College,Widowed,MN,27
Minnesota,8098,Female,All,Bachelor's Degree,Never Married,MN,27
Minnesota,3876,Female,All,Bachelor's Degree,Married,MN,27
Minnesota,2101,Female,All,Bachelor's Degree,Divorced/Separated,MN,27
Minnesota,239,Female,All,Bachelor's Degree,Widowed,MN,27
Minnesota,1852,Female,All,Graduate Degree,Never Married,MN,27
Minnesota,3714,Female,All,Graduate Degree,Married,MN,27
Minnesota,1465,Female,All,Graduate Degree,Divorced/Separated,MN,27
Minnesota,373,Female,All,Graduate Degree,Widowed,MN,27
Minnesota,7495,Male,All,Less than High School,Never Married,MN,27
Minnesota,219,Male,All,Less than High School,Married,MN,27
Minnesota,295,Male,All,Less than High School,Divorced/Separated,MN,27
Minnesota,0,Male,All,Less than High School,Widowed,MN,27
Minnesota,7090,Male,All,High School Grad,Never Married,MN,27
Minnesota,2994,Male,All,High School Grad,Married,MN,27
Minnesota,1271,Male,All,High School Grad,Divorced/Separated,MN,27
Minnesota,138,Male,All,High School Grad,Widowed,MN,27
Minnesota,8113,Male,All,Some College,Never Married,MN,27
Minnesota,3318,Male,All,Some College,Married,MN,27
Minnesota,2145,Male,All,Some College,Divorced/Separated,MN,27
Minnesota,14,Male,All,Some College,Widowed,MN,27
Minnesota,6533,Male,All,Bachelor's Degree,Never Married,MN,27
Minnesota,3053,Male,All,Bachelor's Degree,Married,MN,27
Minnesota,230,Male,All,Bachelor's Degree,Divorced/Separated,MN,27
Minnesota,171,Male,All,Bachelor's Degree,Widowed,MN,27
Minnesota,2563,Male,All,Graduate Degree,Never Married,MN,27
Minnesota,2877,Male,All,Graduate Degree,Married,MN,27
Minnesota,797,Male,All,Graduate Degree,Divorced/Separated,MN,27
Minnesota,112,Male,All,Graduate Degree,Widowed,MN,27
Mississippi,6274,Female,All,Less than High School,Never Married,MS,28
Mississippi,810,Female,All,Less than High School,Married,MS,28
Mississippi,338,Female,All,Less than High School,Divorced/Separated,MS,28
Mississippi,157,Female,All,Less than High School,Widowed,MS,28
Mississippi,2405,Female,All,High School Grad,Never Married,MS,28
Mississippi,1848,Female,All,High School Grad,Married,MS,28
Mississippi,1603,Female,All,High School Grad,Divorced/Separated,MS,28
Mississippi,283,Female,All,High School Grad,Widowed,MS,28
Mississippi,4907,Female,All,Some College,Never Married,MS,28
Mississippi,2839,Female,All,Some College,Married,MS,28
Mississippi,2043,Female,All,Some College,Divorced/Separated,MS,28
Mississippi,280,Female,All,Some College,Widowed,MS,28
Mississippi,2932,Female,All,Bachelor's Degree,Never Married,MS,28
Mississippi,3301,Female,All,Bachelor's Degree,Married,MS,28
Mississippi,808,Female,All,Bachelor's Degree,Divorced/Separated,MS,28
Mississippi,223,Female,All,Bachelor's Degree,Widowed,MS,28
Mississippi,638,Female,All,Graduate Degree,Never Married,MS,28
Mississippi,855,Female,All,Graduate Degree,Married,MS,28
Mississippi,572,Female,All,Graduate Degree,Divorced/Separated,MS,28
Mississippi,78,Female,All,Graduate Degree,Widowed,MS,28
Mississippi,6053,Male,All,Less than High School,Never Married,MS,28
Mississippi,883,Male,All,Less than High School,Married,MS,28
Mississippi,743,Male,All,Less than High School,Divorced/Separated,MS,28
Mississippi,0,Male,All,Less than High School,Widowed,MS,28
Mississippi,2603,Male,All,High School Grad,Never Married,MS,28
Mississippi,2326,Male,All,High School Grad,Married,MS,28
Mississippi,953,Male,All,High School Grad,Divorced/Separated,MS,28
Mississippi,177,Male,All,High School Grad,Widowed,MS,28
Mississippi,4952,Male,All,Some College,Never Married,MS,28
Mississippi,2295,Male,All,Some College,Married,MS,28
Mississippi,900,Male,All,Some College,Divorced/Separated,MS,28
Mississippi,65,Male,All,Some College,Widowed,MS,28
Mississippi,1511,Male,All,Bachelor's Degree,Never Married,MS,28
Mississippi,2704,Male,All,Bachelor's Degree,Married,MS,28
Mississippi,296,Male,All,Bachelor's Degree,Divorced/Separated,MS,28
Mississippi,0,Male,All,Bachelor's Degree,Widowed,MS,28
Mississippi,751,Male,All,Graduate Degree,Never Married,MS,28
Mississippi,1339,Male,All,Graduate Degree,Married,MS,28
Mississippi,92,Male,All,Graduate Degree,Divorced/Separated,MS,28
Mississippi,50,Male,All,Graduate Degree,Widowed,MS,28
Missouri,11792,Female,All,Less than High School,Never Married,MO,29
Missouri,762,Female,All,Less than High School,Married,MO,29
Missouri,754,Female,All,Less than High School,Divorced/Separated,MO,29
Missouri,392,Female,All,Less than High School,Widowed,MO,29
Missouri,5590,Female,All,High School Grad,Never Married,MO,29
Missouri,6024,Female,All,High School Grad,Married,MO,29
Missouri,3057,Female,All,High School Grad,Divorced/Separated,MO,29
Missouri,693,Female,All,High School Grad,Widowed,MO,29
Missouri,8984,Female,All,Some College,Never Married,MO,29
Missouri,7017,Female,All,Some College,Married,MO,29
Missouri,2677,Female,All,Some College,Divorced/Separated,MO,29
Missouri,1627,Female,All,Some College,Widowed,MO,29
Missouri,6443,Female,All,Bachelor's Degree,Never Married,MO,29
Missouri,4706,Female,All,Bachelor's Degree,Married,MO,29
Missouri,1404,Female,All,Bachelor's Degree,Divorced/Separated,MO,29
Missouri,96,Female,All,Bachelor's Degree,Widowed,MO,29
Missouri,3247,Female,All,Graduate Degree,Never Married,MO,29
Missouri,3772,Female,All,Graduate Degree,Married,MO,29
Missouri,668,Female,All,Graduate Degree,Divorced/Separated,MO,29
Missouri,0,Female,All,Graduate Degree,Widowed,MO,29
Missouri,15414,Male,All,Less than High School,Never Married,MO,29
Missouri,1296,Male,All,Less than High School,Married,MO,29
Missouri,417,Male,All,Less than High School,Divorced/Separated,MO,29
Missouri,174,Male,All,Less than High School,Widowed,MO,29
Missouri,10573,Male,All,High School Grad,Never Married,MO,29
Missouri,5802,Male,All,High School Grad,Married,MO,29
Missouri,3031,Male,All,High School Grad,Divorced/Separated,MO,29
Missouri,332,Male,All,High School Grad,Widowed,MO,29
Missouri,9524,Male,All,Some College,Never Married,MO,29
Missouri,6108,Male,All,Some College,Married,MO,29
Missouri,1074,Male,All,Some College,Divorced/Separated,MO,29
Missouri,409,Male,All,Some College,Widowed,MO,29
Missouri,7323,Male,All,Bachelor's Degree,Never Married,MO,29
Missouri,5835,Male,All,Bachelor's Degree,Married,MO,29
Missouri,1741,Male,All,Bachelor's Degree,Divorced/Separated,MO,29
Missouri,0,Male,All,Bachelor's Degree,Widowed,MO,29
Missouri,3502,Male,All,Graduate Degree,Never Married,MO,29
Missouri,3203,Male,All,Graduate Degree,Married,MO,29
Missouri,212,Male,All,Graduate Degree,Divorced/Separated,MO,29
Missouri,460,Male,All,Graduate Degree,Widowed,MO,29
Montana,2145,Female,All,Less than High School,Never Married,MT,30
Montana,0,Female,All,Less than High School,Married,MT,30
Montana,16,Female,All,Less than High School,Divorced/Separated,MT,30
Montana,18,Female,All,Less than High School,Widowed,MT,30
Montana,1768,Female,All,High School Grad,Never Married,MT,30
Montana,1686,Female,All,High School Grad,Married,MT,30
Montana,730,Female,All,High School Grad,Divorced/Separated,MT,30
Montana,483,Female,All,High School Grad,Widowed,MT,30
Montana,1590,Female,All,Some College,Never Married,MT,30
Montana,2232,Female,All,Some College,Married,MT,30
Montana,446,Female,All,Some College,Divorced/Separated,MT,30
Montana,91,Female,All,Some College,Widowed,MT,30
Montana,1141,Female,All,Bachelor's Degree,Never Married,MT,30
Montana,3152,Female,All,Bachelor's Degree,Married,MT,30
Montana,647,Female,All,Bachelor's Degree,Divorced/Separated,MT,30
Montana,224,Female,All,Bachelor's Degree,Widowed,MT,30
Montana,557,Female,All,Graduate Degree,Never Married,MT,30
Montana,1192,Female,All,Graduate Degree,Married,MT,30
Montana,129,Female,All,Graduate Degree,Divorced/Separated,MT,30
Montana,0,Female,All,Graduate Degree,Widowed,MT,30
Montana,3897,Male,All,Less than High School,Never Married,MT,30
Montana,0,Male,All,Less than High School,Married,MT,30
Montana,241,Male,All,Less than High School,Divorced/Separated,MT,30
Montana,63,Male,All,Less than High School,Widowed,MT,30
Montana,2718,Male,All,High School Grad,Never Married,MT,30
Montana,1388,Male,All,High School Grad,Married,MT,30
Montana,427,Male,All,High School Grad,Divorced/Separated,MT,30
Montana,410,Male,All,High School Grad,Widowed,MT,30
Montana,3177,Male,All,Some College,Never Married,MT,30
Montana,2120,Male,All,Some College,Married,MT,30
Montana,329,Male,All,Some College,Divorced/Separated,MT,30
Montana,40,Male,All,Some College,Widowed,MT,30
Montana,1438,Male,All,Bachelor's Degree,Never Married,MT,30
Montana,2973,Male,All,Bachelor's Degree,Married,MT,30
Montana,279,Male,All,Bachelor's Degree,Divorced/Separated,MT,30
Montana,0,Male,All,Bachelor's Degree,Widowed,MT,30
Montana,749,Male,All,Graduate Degree,Never Married,MT,30
Montana,1035,Male,All,Graduate Degree,Married,MT,30
Montana,750,Male,All,Graduate Degree,Divorced/Separated,MT,30
Montana,0,Male,All,Graduate Degree,Widowed,MT,30
Nebraska,6467,Female,All,Less than High School,Never Married,NE,31
Nebraska,1082,Female,All,Less than High School,Married,NE,31
Nebraska,77,Female,All,Less than High School,Divorced/Separated,NE,31
Nebraska,0,Female,All,Less than High School,Widowed,NE,31
Nebraska,1589,Female,All,High School Grad,Never Married,NE,31
Nebraska,536,Female,All,High School Grad,Married,NE,31
Nebraska,879,Female,All,High School Grad,Divorced/Separated,NE,31
Nebraska,248,Female,All,High School Grad,Widowed,NE,31
Nebraska,2792,Female,All,Some College,Never Married,NE,31
Nebraska,1669,Female,All,Some College,Married,NE,31
Nebraska,1708,Female,All,Some College,Divorced/Separated,NE,31
Nebraska,217,Female,All,Some College,Widowed,NE,31
Nebraska,1886,Female,All,Bachelor's Degree,Never Married,NE,31
Nebraska,2335,Female,All,Bachelor's Degree,Married,NE,31
Nebraska,697,Female,All,Bachelor's Degree,Divorced/Separated,NE,31
Nebraska,272,Female,All,Bachelor's Degree,Widowed,NE,31
Nebraska,929,Female,All,Graduate Degree,Never Married,NE,31
Nebraska,1537,Female,All,Graduate Degree,Married,NE,31
Nebraska,49,Female,All,Graduate Degree,Divorced/Separated,NE,31
Nebraska,0,Female,All,Graduate Degree,Widowed,NE,31
Nebraska,6326,Male,All,Less than High School,Never Married,NE,31
Nebraska,956,Male,All,Less than High School,Married,NE,31
Nebraska,67,Male,All,Less than High School,Divorced/Separated,NE,31
Nebraska,0,Male,All,Less than High School,Widowed,NE,31
Nebraska,3538,Male,All,High School Grad,Never Married,NE,31
Nebraska,536,Male,All,High School Grad,Married,NE,31
Nebraska,968,Male,All,High School Grad,Divorced/Separated,NE,31
Nebraska,313,Male,All,High School Grad,Widowed,NE,31
Nebraska,4210,Male,All,Some College,Never Married,NE,31
Nebraska,1892,Male,All,Some College,Married,NE,31
Nebraska,164,Male,All,Some College,Divorced/Separated,NE,31
Nebraska,45,Male,All,Some College,Widowed,NE,31
Nebraska,2003,Male,All,Bachelor's Degree,Never Married,NE,31
Nebraska,2496,Male,All,Bachelor's Degree,Married,NE,31
Nebraska,60,Male,All,Bachelor's Degree,Divorced/Separated,NE,31
Nebraska,0,Male,All,Bachelor's Degree,Widowed,NE,31
Nebraska,1224,Male,All,Graduate Degree,Never Married,NE,31
Nebraska,2565,Male,All,Graduate Degree,Married,NE,31
Nebraska,0,Male,All,Graduate Degree,Divorced/Separated,NE,31
Nebraska,74,Male,All,Graduate Degree,Widowed,NE,31
Nevada,12923,Female,All,Less than High School,Never Married,NV,32
Nevada,789,Female,All,Less than High School,Married,NV,32
Nevada,1014,Female,All,Less than High School,Divorced/Separated,NV,32
Nevada,280,Female,All,Less than High School,Widowed,NV,32
Nevada,3563,Female,All,High School Grad,Never Married,NV,32
Nevada,3822,Female,All,High School Grad,Married,NV,32
Nevada,2490,Female,All,High School Grad,Divorced/Separated,NV,32
Nevada,992,Female,All,High School Grad,Widowed,NV,32
Nevada,6625,Female,All,Some College,Never Married,NV,32
Nevada,6502,Female,All,Some College,Married,NV,32
Nevada,3005,Female,All,Some College,Divorced/Separated,NV,32
Nevada,793,Female,All,Some College,Widowed,NV,32
Nevada,4539,Female,All,Bachelor's Degree,Never Married,NV,32
Nevada,5791,Female,All,Bachelor's Degree,Married,NV,32
Nevada,1069,Female,All,Bachelor's Degree,Divorced/Separated,NV,32
Nevada,181,Female,All,Bachelor's Degree,Widowed,NV,32
Nevada,1234,Female,All,Graduate Degree,Never Married,NV,32
Nevada,3360,Female,All,Graduate Degree,Married,NV,32
Nevada,1101,Female,All,Graduate Degree,Divorced/Separated,NV,32
Nevada,599,Female,All,Graduate Degree,Widowed,NV,32
Nevada,11637,Male,All,Less than High School,Never Married,NV,32
Nevada,1009,Male,All,Less than High School,Married,NV,32
Nevada,1063,Male,All,Less than High School,Divorced/Separated,NV,32
Nevada,237,Male,All,Less than High School,Widowed,NV,32
Nevada,7269,Male,All,High School Grad,Never Married,NV,32
Nevada,5061,Male,All,High School Grad,Married,NV,32
Nevada,2482,Male,All,High School Grad,Divorced/Separated,NV,32
Nevada,92,Male,All,High School Grad,Widowed,NV,32
Nevada,7047,Male,All,Some College,Never Married,NV,32
Nevada,6872,Male,All,Some College,Married,NV,32
Nevada,2554,Male,All,Some College,Divorced/Separated,NV,32
Nevada,208,Male,All,Some College,Widowed,NV,32
Nevada,6243,Male,All,Bachelor's Degree,Never Married,NV,32
Nevada,6723,Male,All,Bachelor's Degree,Married,NV,32
Nevada,880,Male,All,Bachelor's Degree,Divorced/Separated,NV,32
Nevada,233,Male,All,Bachelor's Degree,Widowed,NV,32
Nevada,1339,Male,All,Graduate Degree,Never Married,NV,32
Nevada,3366,Male,All,Graduate Degree,Married,NV,32
Nevada,684,Male,All,Graduate Degree,Divorced/Separated,NV,32
Nevada,0,Male,All,Graduate Degree,Widowed,NV,32
New Hampshire,1379,Female,All,Less than High School,Never Married,NH,33
New Hampshire,576,Female,All,Less than High School,Married,NH,33
New Hampshire,193,Female,All,Less than High School,Divorced/Separated,NH,33
New Hampshire,35,Female,All,Less than High School,Widowed,NH,33
New Hampshire,2072,Female,All,High School Grad,Never Married,NH,33
New Hampshire,426,Female,All,High School Grad,Married,NH,33
New Hampshire,221,Female,All,High School Grad,Divorced/Separated,NH,33
New Hampshire,175,Female,All,High School Grad,Widowed,NH,33
New Hampshire,2961,Female,All,Some College,Never Married,NH,33
New Hampshire,988,Female,All,Some College,Married,NH,33
New Hampshire,638,Female,All,Some College,Divorced/Separated,NH,33
New Hampshire,341,Female,All,Some College,Widowed,NH,33
New Hampshire,3480,Female,All,Bachelor's Degree,Never Married,NH,33
New Hampshire,2166,Female,All,Bachelor's Degree,Married,NH,33
New Hampshire,240,Female,All,Bachelor's Degree,Divorced/Separated,NH,33
New Hampshire,50,Female,All,Bachelor's Degree,Widowed,NH,33
New Hampshire,1119,Female,All,Graduate Degree,Never Married,NH,33
New Hampshire,1055,Female,All,Graduate Degree,Married,NH,33
New Hampshire,348,Female,All,Graduate Degree,Divorced/Separated,NH,33
New Hampshire,127,Female,All,Graduate Degree,Widowed,NH,33
New Hampshire,2256,Male,All,Less than High School,Never Married,NH,33
New Hampshire,293,Male,All,Less than High School,Married,NH,33
New Hampshire,0,Male,All,Less than High School,Divorced/Separated,NH,33
New Hampshire,0,Male,All,Less than High School,Widowed,NH,33
New Hampshire,2659,Male,All,High School Grad,Never Married,NH,33
New Hampshire,689,Male,All,High School Grad,Married,NH,33
New Hampshire,232,Male,All,High School Grad,Divorced/Separated,NH,33
New Hampshire,0,Male,All,High School Grad,Widowed,NH,33
New Hampshire,2713,Male,All,Some College,Never Married,NH,33
New Hampshire,1334,Male,All,Some College,Married,NH,33
